time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-29T16:56:29.621Z,60.2915,-152.0365,86.9,1.4,ml,,,,0.24,ak,ak021golxzbt,2021-12-29T16:59:51.160Z,"33 km NW of Ninilchik, Alaska",earthquake,,1,,,automatic,ak,ak
2021-12-29T16:47:08.107Z,34.713,25.1184,64.93,5,mww,,43,0.603,0.93,us,us6000gg5p,2022-01-13T02:32:02.086Z,"32 km S of Pýrgos, Greece",earthquake,6.5,4.5,0.075,17,reviewed,us,us
2021-12-29T16:35:27.555Z,54.7622,170.6617,35.11,4.5,mb,,53,2.883,0.87,us,us6000gg5m,2022-01-13T02:21:45.040Z,"270 km NW of Attu Station, Alaska",earthquake,10.3,5.6,0.048,127,reviewed,us,us
2021-12-29T16:26:56.257Z,60.4461,-150.1049,37.4,1.5,ml,,,,0.92,ak,ak021golrlw9,2021-12-29T16:29:37.569Z,"16 km WSW of Cooper Landing, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-29T16:23:10.390Z,44.9793333,-113.0163333,5.99,1.09,ml,5,182,0.485,0.11,mb,mb80534724,2021-12-29T16:43:11.490Z,"39 km SW of Dillon, Montana",earthquake,1.01,8.94,0.189,4,reviewed,mb,mb
2021-12-29T16:21:42.205Z,61.6184,-149.9892,31,1.4,ml,,,,0.52,ak,ak021golqi8n,2021-12-29T16:26:27.005Z,"9 km W of Houston, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-12-29T15:54:32.498Z,32.76580811,-100.6637052,7.947794596,3.1,ml,12,97,0.1126244185,0.1,tx,tx2021zmpp,2022-01-07T00:35:40.040Z,"17 km NNE of Hermleigh, Texas",earthquake,1.0752416979999997,1.71132553,0.1,8,reviewed,tx,tx
2021-12-29T15:47:15.473Z,38.1502,-117.8814,9.8,1,ml,13,155.5,0.063,0.1204,nn,nn00830609,2021-12-30T02:38:46.761Z,"33 km SE of Mina, Nevada",earthquake,,1.4,0.39,5,reviewed,nn,nn
2021-12-29T15:46:43.820Z,38.8611667,-122.7925,2.58,2.49,md,71,55,0.007268,0.06,nc,nc73669146,2022-01-05T01:39:11.094Z,"7km NW of Cobb, CA",earthquake,0.13,0.18,0.126,56,reviewed,nc,nc
2021-12-29T15:41:08.390Z,31.60491943,-94.79218274,7.60542806,3.1,ml,13,87,0.1910253298,0.3,tx,tx2021zmpf,2022-01-07T00:31:51.040Z,"12 km W of Nacogdoches, Texas",earthquake,3.150200293,2.398130295,0.2,3,reviewed,tx,tx
2021-12-29T15:40:48.920Z,19.1718330383301,-155.483840942383,30.0100002288818,2.27999997,md,35,89,,0.129999995,hv,hv72850362,2021-12-29T15:44:04.850Z,"3 km S of Pāhala, Hawaii",earthquake,0.58,0.920000017,1.20000005,16,automatic,hv,hv
2021-12-29T15:33:18.180Z,40.2976667,-124.5086667,20.66,2.63,md,22,266,0.1274,0.11,nc,nc73669141,2022-01-02T01:33:41.040Z,"19km W of Petrolia, CA",earthquake,0.61,0.25,0.145,38,reviewed,nc,nc
2021-12-29T15:29:03.075Z,-0.0569,123.8308,90.13,4.2,mb,,64,1.441,1.06,us,us6000gg55,2022-01-13T02:11:45.040Z,"107 km SE of Gorontalo, Indonesia",earthquake,4.5,7.2,0.128,17,reviewed,us,us
2021-12-29T15:25:41.240Z,38.8328333,-122.8175,1.91,1.29,md,35,49,0.01107,0.02,nc,nc73669136,2021-12-29T23:13:11.791Z,"8km NW of The Geysers, CA",earthquake,0.17,0.3,0.154,8,reviewed,nc,nc
2021-12-29T15:25:23.720Z,44.9811667,-113.0261667,5.99,0.99,ml,5,182,0.488,0.1,mb,mb80534709,2021-12-29T16:32:24.080Z,"40 km SW of Dillon, Montana",earthquake,0.95,8.42,0.207,4,reviewed,mb,mb
2021-12-29T15:24:26.880Z,19.2283325195312,-155.39533996582,31.7299995422363,1.90999997,md,30,160,,0.100000001,hv,hv72850342,2021-12-29T15:27:33.780Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.61,0.829999983,1.90999997,4,automatic,hv,hv
2021-12-29T15:23:55.240Z,40.3326667,-125.3868333,23.43,3.64,mw,28,293,0.7997,0.23,nc,nc73669126,2022-01-12T06:37:04.308Z,"93km W of Petrolia, CA",earthquake,3.4,16.38,,3,reviewed,nc,nc
2021-12-29T15:20:55.350Z,19.2151660919189,-155.432830810547,33.8699989318848,2.02,ml,41,129,,0.109999999,hv,hv72850337,2022-01-13T02:33:47.040Z,"4 km ENE of Pāhala, Hawaii",earthquake,0.55,0.74000001,3.34,7,automatic,hv,hv
2021-12-29T15:20:23.340Z,19.199499130249,-155.392333984375,31.5100002288818,1.91,ml,22,179,,0.0900000036,hv,hv72850332,2021-12-29T15:25:54.460Z,"9 km E of Pāhala, Hawaii",earthquake,0.79,1.03999996,3.91,5,automatic,hv,hv
2021-12-29T15:18:25.544Z,38.1527,-117.884,9.1,1.5,ml,18,127.72,0.061,0.1295,nn,nn00830607,2021-12-30T02:38:44.722Z,"32 km SE of Mina, Nevada",earthquake,,1.3,0.31,8,reviewed,nn,nn
2021-12-29T15:10:16.830Z,34.0313333,-117.0305,7.93,1.07,ml,36,123,0.07694,0.19,ci,ci39898527,2022-01-15T00:23:33.951Z,"1km ESE of Yucaipa, CA",earthquake,0.23,0.65,0.138,16,reviewed,ci,ci
2021-12-29T15:00:13.139Z,62.0446,-148.1656,33.7,2.9,ml,,,,0.82,ak,ak021gol0ib3,2022-01-24T04:36:23.040Z,"31 km NNE of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-12-29T14:55:35.444Z,41.6135,-127.427,8.54,3.3,ml,,275,2.683,0.64,us,us6000gg50,2021-12-30T05:49:19.040Z,"261 km WSW of Pistol River, Oregon",earthquake,11.9,9.6,0.048,58,reviewed,us,us
2021-12-29T14:46:29.574Z,64.5192,-17.6903,6.02,4.5,mb,,132,1.582,0.93,us,us6000gg4s,2021-12-30T05:56:46.040Z,"123 km WNW of Höfn, Iceland",earthquake,7.9,5.1,0.104,27,reviewed,us,us
2021-12-29T14:35:26.050Z,19.4103336334229,-155.262329101562,2.94000005722046,1.75,ml,12,73,,0.280000001,hv,hv72850272,2021-12-29T14:40:57.450Z,"4 km SW of Volcano, Hawaii",earthquake,0.66,0.779999971,0.54,6,automatic,hv,hv
2021-12-29T14:32:23.100Z,40.2108333,-121.1261667,5.35,2.5,md,23,51,0.03966,0.17,nc,nc73669121,2022-01-04T11:22:35.040Z,"3km E of Prattville, CA",earthquake,0.33,0.54,0.16,22,reviewed,nc,nc
2021-12-29T14:29:53.377Z,64.6236,-147,7.4,2.1,ml,,,,0.88,ak,ak021gokldlq,2021-12-29T14:39:03.664Z,"5 km SSE of Eielson Air Force Base, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-29T14:05:55.670Z,61.5387,-146.6194,27.7,2,ml,,,,0.78,ak,ak021gokg8lp,2021-12-29T14:10:30.458Z,"47 km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-29T14:00:47.453Z,51.7684,152.8087,404.12,4.7,mb,,86,3.279,0.62,us,us6000gg4i,2021-12-29T14:19:30.040Z,"257 km W of Ozernovskiy, Russia",earthquake,10.2,7.4,0.034,269,reviewed,us,us
2021-12-29T13:58:31.155Z,85.1634,92.2956,10,4.9,mb,,39,11.695,0.49,us,us6000gg4h,2021-12-29T14:11:48.040Z,"north of Severnaya Zemlya",earthquake,9.7,1.9,0.059,91,reviewed,us,us
2021-12-29T13:36:11.290Z,35.788,-117.6505,7.83,1.28,ml,24,79,0.0512,0.22,ci,ci39898463,2021-12-29T17:29:49.959Z,"19km N of Ridgecrest, CA",earthquake,0.34,0.82,0.094,15,reviewed,ci,ci
2021-12-29T13:29:40.211Z,-17.5636,-178.875,544.01,4.6,mb,,110,2.934,0.66,us,us6000gg4d,2021-12-29T13:44:58.040Z,"199 km ENE of Levuka, Fiji",earthquake,13.8,9,0.105,27,reviewed,us,us
2021-12-29T13:26:30.650Z,19.2280006408691,-155.421661376953,33.3400001525879,2.44,ml,43,130,,0.129999995,hv,hv72850227,2021-12-29T13:50:17.040Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.47,0.75999999,3.36,7,automatic,hv,hv
2021-12-29T13:11:16.386Z,31.73793608,-104.0989211,7.211303711,2.6,ml,31,82,0.0378413973,0.2,tx,tx2021zmkf,2022-01-06T22:46:45.354Z,"47 km W of Mentone, Texas",earthquake,0.5330216793,0.6757181052999999,0.1,23,reviewed,tx,tx
2021-12-29T13:04:42.311Z,60.9106,-141.3923,13.2,1.5,ml,,,,0.3,ak,ak021gojuk93,2021-12-29T13:10:33.459Z,"100 km SE of McCarthy, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-29T12:54:00.434Z,64.7038,-149.0355,14.2,1.4,ml,,,,0.65,ak,ak021gojjr7z,2021-12-29T12:58:41.813Z,"11 km NNE of Four Mile Road, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-29T12:49:12.340Z,38.7771667,-122.7128333,2.04,1.53,md,47,36,0.008115,0.07,nc,nc73669106,2022-01-05T00:54:10.809Z,"2km W of Anderson Springs, CA",earthquake,0.17,0.24,0.217,21,reviewed,nc,nc
2021-12-29T12:37:29.820Z,19.1753330230713,-155.46549987793,30.6200008392334,1.88999999,md,32,112,,0.119999997,hv,hv72850197,2021-12-29T12:40:47.150Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.48,0.769999981,0.939999998,8,automatic,hv,hv
2021-12-29T12:29:07.402Z,-19.3741,167.8158,10,4.1,mb,,184,2.975,0.94,us,us7000gakn,2022-01-13T07:19:58.040Z,"155 km W of Isangel, Vanuatu",earthquake,7.2,2,0.214,6,reviewed,us,us
2021-12-29T12:22:24.870Z,31.73375901,-104.1085928,7.005639647999999,2.6,ml,24,74,0.04205566945,0.2,tx,tx2021zmip,2022-01-13T07:11:05.040Z,"48 km W of Mentone, Texas",earthquake,0.7362647581,0.5825788382,0.2,12,reviewed,tx,tx
2021-12-29T12:12:59.732Z,62.918,-150.6831,83.3,1.4,ml,,,,0.57,ak,ak021gojavpx,2021-12-29T12:15:46.736Z,"47 km N of Petersville, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-12-29T12:12:55.768Z,-22.4112,170.2688,10,4.3,mb,,204,2.617,0.76,us,us7000gakm,2022-01-13T07:05:36.040Z,"264 km ESE of Tadine, New Caledonia",earthquake,10.8,1.8,0.169,10,reviewed,us,us
2021-12-29T12:12:34.170Z,39.432,-110.3181667,-1.42,1,md,4,192,0.009544,0.07,uu,uu60029714,2021-12-31T20:18:23.600Z,"14 km SSE of Sunnyside, Utah",earthquake,3.08,0.57,0.183,3,reviewed,uu,uu
2021-12-29T12:11:53.490Z,41.0493333,-111.527,12.21,1.76,ml,27,96,0.1128,0.15,uu,uu60474952,2021-12-31T20:16:17.850Z,"4 km NNW of Henefer, Utah",earthquake,0.32,0.51,0.117,4,reviewed,uu,uu
2021-12-29T11:58:11.075Z,40.1673,-119.6402,8.5,1.3,ml,4,244.42,0.07,0.1334,nn,nn00830713,2021-12-30T02:39:17.799Z,"24 km N of Sutcliffe, Nevada",earthquake,,3.5,0.24,4,reviewed,nn,nn
2021-12-29T11:52:22.367Z,-18.1116,-174.7078,164.85,4.3,mb,,143,5.037,0.82,us,us7000gakl,2022-01-13T06:57:50.040Z,"96 km NW of Neiafu, Tonga",earthquake,8.6,9.3,0.153,15,reviewed,us,us
2021-12-29T11:50:26.620Z,36.369,-97.347,5.57,1.15,ml,64,56,0.08728287212,0.25,ok,ok2021zmho,2022-01-03T21:09:10.628Z,"10 km NNW of Perry, Oklahoma",earthquake,,0.5,0.21,26,reviewed,ok,ok
2021-12-29T11:49:30.239Z,36.3665,-97.3445,5.57,1.35,ml,73,36,0,0.25,ok,ok2021zmhn,2022-01-03T20:57:42.891Z,"9 km NNW of Perry, Oklahoma",earthquake,,0.5,0.21,32,reviewed,ok,ok
2021-12-29T11:47:18.422Z,61.0545,-148.3876,4.5,1.2,ml,,,,0.78,ak,ak021goiwuzm,2021-12-29T21:31:25.539Z,"35 km NNE of Whittier, Alaska",ice quake,,0.4,,,automatic,ak,ak
2021-12-29T11:40:17.676Z,38.1726,-117.8177,8.7,1.4,ml,15,113.18,0.117,0.1214,nn,nn00830604,2021-12-30T02:38:42.565Z,"35 km SE of Mina, Nevada",earthquake,,2,0.32,5,reviewed,nn,nn
2021-12-29T11:36:01.337Z,59.1194,-153.6325,96.3,1.7,ml,,,,0.23,ak,ak021goiuc1v,2021-12-29T21:14:43.335Z,"69 km SE of Pope-Vannoy Landing, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-12-29T11:33:56.416Z,31.0448,142.3616,10,4.6,mb,,137,2.989,0.62,us,us6000gg3k,2022-01-13T06:46:40.040Z,"Izu Islands, Japan region",earthquake,10.7,1.9,0.119,21,reviewed,us,us
2021-12-29T11:24:52.668Z,61.0152,-148.7905,11.7,2.7,ml,,,,0.91,ak,ak021gois06k,2022-01-13T06:42:40.040Z,"21 km ENE of Girdwood, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-29T11:06:56.750Z,19.4231662750244,-155.2568359375,2.75999999046326,1.78999996,md,12,127,,0.180000007,hv,hv72850142,2021-12-29T11:12:27.180Z,"3 km SW of Volcano, Hawaii",earthquake,0.46,0.430000007,0.720000029,7,automatic,hv,hv
2021-12-29T10:59:32.330Z,40.3406667,-124.2693333,27.66,2.66,md,23,111,0.0219,0.13,nc,nc73669096,2022-01-13T06:41:01.040Z,"2km NE of Petrolia, CA",earthquake,0.37,0.54,0.14,26,reviewed,nc,nc
2021-12-29T10:58:41.951Z,61.5547,-150.9897,74.1,1.7,ml,,,,0.54,ak,ak021goidu2h,2021-12-29T11:16:56.108Z,"25 km W of Susitna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-12-29T10:39:12.256Z,41.1286,-116.2242,2.3,1.8,ml,7,249.02,0.154,0.1449,nn,nn00830705,2021-12-30T02:39:14.802Z,"47 km NNW of Carlin, Nevada",earthquake,,10.3,0.11,5,reviewed,nn,nn
2021-12-29T10:24:07.840Z,19.2084999084473,-155.411834716797,32.5299987792969,1.99000001,md,39,163,,0.119999997,hv,hv72850137,2021-12-29T10:27:31.930Z,"Island of Hawaii, Hawaii",earthquake,0.48,0.810000002,0.219999999,13,automatic,hv,hv
2021-12-29T10:17:55.898Z,61.5072,-149.8048,33.1,1.5,ml,,,,0.77,ak,ak021goi52sl,2021-12-29T10:21:32.761Z,"6 km NW of Knik, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-29T10:17:47.820Z,40.3053333,-124.5916667,22.2,2.68,md,24,251,0.1912,0.13,nc,nc73669091,2022-01-13T06:36:18.040Z,"26km W of Petrolia, CA",earthquake,0.53,0.37,0.216,33,reviewed,nc,nc
2021-12-29T10:05:24.071Z,38.1793,-117.7727,11.6,2.1,ml,19,92.82,0.115,0.1305,nn,nn00830601,2021-12-30T02:38:40.255Z,"37 km SE of Mina, Nevada",earthquake,,1,0.1,8,reviewed,nn,nn
2021-12-29T09:50:52.401Z,54.3866,170.5274,10,4.3,mb,,60,2.7,0.67,us,us6000gg31,2022-01-13T06:29:47.040Z,"245 km NW of Attu Station, Alaska",earthquake,3.8,1.9,0.088,37,reviewed,us,us
2021-12-29T09:39:00.280Z,18.3479,121.3961,87.79,4.2,mb,,101,4.457,0.86,us,us7000gaki,2022-01-13T06:28:26.040Z,"2 km SSE of Calog Norte, Philippines",earthquake,10.6,6.3,0.136,15,reviewed,us,us
2021-12-29T09:38:10.971Z,-23.9537,-68.0164,127.15,4.3,mb,,95,1.008,0.62,us,us6000gg2z,2022-01-13T06:23:02.040Z,"117 km S of San Pedro de Atacama, Chile",earthquake,5,11.9,0.188,8,reviewed,us,us
2021-12-29T09:29:01.141Z,52.4502,169.9015,32.9,5,mb,,,,2.72,ak,ak021gohmccu,2021-12-29T18:19:51.917Z,"226 km WSW of Attu Station, Alaska",earthquake,,11.1,,,reviewed,ak,ak
2021-12-29T09:28:57.674Z,54.5257,170.6153,8.66,5,mww,,75,2.746,0.57,us,us6000gg2x,2022-01-13T06:12:25.801Z,"252 km NW of Attu Station, Alaska",earthquake,8.2,4.4,0.062,25,reviewed,us,us
2021-12-29T09:15:40.164Z,41.8724,48.6217,10,4.3,mb,,174,2.915,0.82,us,us6000gg2v,2022-01-13T06:07:14.040Z,"12 km ENE of Samur, Russia",earthquake,10.3,2,0.113,22,reviewed,us,us
2021-12-29T09:12:05.170Z,34.1696667,-80.7236667,1.57,2.29,md,15,62,0.3149,0.44,se,se60141443,2022-01-13T05:57:27.245Z,"6 km E of Elgin, South Carolina",earthquake,0.98,2.68,0.126,13,reviewed,se,se
2021-12-29T09:11:39.400Z,40.2146667,-121.1248333,6.1,2.27,md,15,63,0.03656,0.15,nc,nc73669081,2021-12-30T02:39:06.343Z,"3km ENE of Prattville, CA",earthquake,0.36,0.45,0.148,14,reviewed,nc,nc
2021-12-29T09:06:21.310Z,19.1809997558594,-155.487670898438,34.560001373291,1.88999999,md,36,85,,0.140000001,hv,hv72850082,2021-12-29T09:09:33.690Z,"2 km SSW of Pāhala, Hawaii",earthquake,0.69,1.04999995,0.649999976,12,automatic,hv,hv
2021-12-29T09:00:48.457Z,66.1678,-149.1888,17.3,1.3,ml,,,,0.8,ak,ak021gohfzf8,2021-12-29T09:09:14.427Z,"18 km NNW of Stevens Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-29T08:53:23.880Z,35.6111667,-117.3705,5.39,1.63,ml,37,99,0.07868,0.14,ci,ci39898399,2022-01-15T00:05:50.800Z,"17km S of Trona, CA",earthquake,0.16,0.54,0.186,18,reviewed,ci,ci
2021-12-29T08:42:29.054Z,61.5971,-146.3547,29,1.6,ml,,,,0.83,ak,ak021goh3iex,2021-12-29T08:47:41.493Z,"49 km SSE of Nelchina, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-12-29T08:36:31.110Z,19.1863327026367,-155.460662841797,36.8899993896484,2.22000003,md,39,111,,0.0900000036,hv,hv72850067,2021-12-29T08:39:53.420Z,"2 km SE of Pāhala, Hawaii",earthquake,0.47,0.589999974,1.89999998,14,automatic,hv,hv
2021-12-29T08:23:32.950Z,35.4326667,-118.3363333,11.17,1.19,ml,28,58,0.157,0.14,ci,ci39898391,2022-01-14T23:56:44.490Z,"22km SE of Bodfish, CA",earthquake,0.18,0.75,0.143,13,reviewed,ci,ci
2021-12-29T08:21:49.910Z,33.8256667,-118.2405,9.66,1.42,ml,34,65,0.04534,0.25,ci,ci39898383,2022-01-04T00:43:38.235Z,"4km E of Carson, CA",earthquake,0.33,0.63,0.191,40,reviewed,ci,ci
2021-12-29T08:21:13.230Z,47.5041666666667,-122.553833333333,23.95,1.31,ml,23,52,0.05391,0.16,uw,uw61799742,2021-12-29T18:02:14.550Z,"4 km WSW of Southworth, Washington",earthquake,0.31,0.77,0.307691029840414,8,reviewed,uw,uw
2021-12-29T08:07:16.720Z,37.4386667,-112.9646667,-0.63,2.79,ml,15,140,0.1522,0.15,uu,uu60474842,2021-12-29T17:08:45.390Z,"22 km ESE of Kanarraville, Utah",earthquake,0.45,1.3,0.172,15,reviewed,uu,uu
2021-12-29T08:06:33.973Z,5.968,126.2497,79.19,4.5,mb,,85,1.281,0.8,us,us6000gg2d,2021-12-29T08:24:52.040Z,"44 km S of Pondaguitan, Philippines",earthquake,9.8,8.2,0.098,31,reviewed,us,us
2021-12-29T08:01:46.560Z,47.3293333,-113.8481667,15.31,1.28,ml,11,90,0.167,0.11,mb,mb80534689,2021-12-29T15:33:23.130Z,"Western Montana",earthquake,0.39,0.58,0.243,4,reviewed,mb,mb
2021-12-29T08:01:42.100Z,47.3258333,-113.8515,17.19,1.3,ml,10,89,0.163,0.15,mb,mb80534684,2021-12-29T15:32:51.090Z,"18 km E of Saint Ignatius, Montana",earthquake,0.61,1.32,0.355,3,reviewed,mb,mb
2021-12-29T08:00:10.521Z,40.1555,-119.6477,7.4,1.3,ml,9,183.13,0.066,0.1753,nn,nn00830696,2021-12-30T02:39:03.704Z,"23 km N of Sutcliffe, Nevada",earthquake,,1.7,0.4,7,reviewed,nn,nn
2021-12-29T07:41:26.192Z,64.4687,-148.0443,5.2,2.2,ml,,,,0.83,ak,ak021goghuvd,2021-12-29T07:52:14.989Z,"39 km SSW of South Van Horn, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-12-29T07:26:25.030Z,46.7596666666667,-121.897166666667,6.5,1.09,ml,22,63,0.02371,0.12,uw,uw61799727,2021-12-29T18:13:37.090Z,"10 km E of Ashford, Washington",earthquake,0.26,0.36,0.155625878882862,7,reviewed,uw,uw
2021-12-29T07:17:34.670Z,38.8263333,-122.7863333,1.79,1.03,md,31,39,0.01246,0.02,nc,nc73669066,2021-12-29T10:58:51.546Z,"6km W of Cobb, CA",earthquake,0.19,0.32,0.261,6,reviewed,nc,nc
2021-12-29T07:12:52.440Z,33.9926667,-116.8308333,16.16,1.04,ml,30,71,0.1069,0.2,ci,ci39898375,2021-12-29T17:32:11.527Z,"9km NNE of Banning, CA",earthquake,0.31,1.06,0.116,27,reviewed,ci,ci
2021-12-29T06:58:03.720Z,35.23716667,-97.7555,5.32,1.67,ml,97,35,0.0008998234239,0.42,ok,ok2021zlxx,2022-01-03T20:49:11.338Z,"1 km W of Bridge Creek, Oklahoma",earthquake,,0.6,0.25,40,reviewed,ok,ok
2021-12-29T06:03:14.520Z,19.1528333333333,-155.484833333333,35.98,1.82,md,28,143,,0.11,hv,hv72849937,2021-12-29T19:29:58.040Z,"5 km S of Pāhala, Hawaii",earthquake,0.46,0.66,0.187238355104511,12,reviewed,hv,hv
2021-12-29T06:00:21.739Z,36.36916667,-97.34433333,5.3,1.33,ml,71,56,0.08908251897,0.29,ok,ok2021zlvz,2022-01-03T20:34:41.209Z,"10 km NNW of Perry, Oklahoma",earthquake,,0.6,0.21,28,reviewed,ok,ok
2021-12-29T05:50:49.030Z,36.1086667,-117.879,3.86,1.92,ml,20,62,0.02148,0.11,ci,ci39898359,2021-12-29T17:33:17.000Z,"9km NE of Coso Junction, CA",earthquake,0.19,0.34,0.206,26,reviewed,ci,ci
2021-12-29T05:50:27.230Z,33.3591667,-116.3005,10.61,1.42,ml,48,38,0.008259,0.2,ci,ci39898351,2021-12-29T17:33:27.940Z,"13km NNE of Borrego Springs, CA",earthquake,0.29,0.44,0.147,26,reviewed,ci,ci
2021-12-29T05:48:20.359Z,38.0619,-116.7,2.6,2,ml,22,164.66,0.412,0.1944,nn,nn00830598,2021-12-30T02:38:36.141Z,"46 km E of Tonopah, Nevada",earthquake,,2.3,0.35,9,reviewed,nn,nn
2021-12-29T05:44:07.780Z,36.4733333,-121.0303333,3.41,1.21,md,11,147,0.02866,0.1,nc,nc73669056,2022-01-04T18:53:11.478Z,"12km ESE of Pinnacles, CA",earthquake,0.42,0.68,0.223,11,reviewed,nc,nc
2021-12-29T05:42:14.920Z,38.7858333,-122.7641667,2.61,1.1,md,42,71,0.01514,0.04,nc,nc73669051,2022-01-04T03:14:12.781Z,"1km NW of The Geysers, CA",earthquake,0.19,0.28,0.056,8,reviewed,nc,nc
2021-12-29T05:08:10.515Z,34.8666,25.1168,70.62,5.7,mww,,36,0.459,0.8,us,us6000gg0y,2022-01-09T22:10:11.600Z,"Crete, Greece",earthquake,6.7,3.7,0.036,75,reviewed,us,us
2021-12-29T05:07:45.190Z,19.2134990692139,-155.444671630859,34.3199996948242,2,md,27,134,,0.119999997,hv,hv72849902,2021-12-29T05:11:03.810Z,"3 km ENE of Pāhala, Hawaii",earthquake,0.83,1.05999994,2,4,automatic,hv,hv
2021-12-29T04:58:20.010Z,37.7061667,-122.0135,7.2,2.29,md,98,35,0.04139,0.14,nc,nc73669046,2022-01-04T04:10:12.172Z,"4km NE of Fairview, CA",earthquake,0.15,0.21,0.121,73,reviewed,nc,nc
2021-12-29T04:55:18.589Z,29.8571,69.8955,10,4.4,mb,,114,4.725,0.59,us,us6000gg0w,2021-12-29T06:20:08.040Z,"36 km E of Barkhan, Pakistan",earthquake,11.5,1.9,0.123,19,reviewed,us,us
2021-12-29T04:30:41.230Z,36.102,-117.849,1.71,1.89,ml,24,66,0.01626,0.13,ci,ci39898319,2021-12-29T17:34:32.740Z,"11km NE of Coso Junction, CA",earthquake,0.2,0.24,0.198,26,reviewed,ci,ci
2021-12-29T04:17:55.940Z,39.42,-110.2866667,-3.39,1.83,ml,11,203,0.03005,0.18,uu,uu60474852,2022-01-03T15:35:54.580Z,"16 km SSE of Sunnyside, Utah",earthquake,1.03,2.8,0.116,3,reviewed,uu,uu
2021-12-29T04:17:49.246Z,63.1603,-149.2327,69.6,1.7,ml,,,,0.69,ak,ak021goekgng,2021-12-29T04:22:58.798Z,"29 km SSW of Cantwell, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-12-29T04:13:10.436Z,54.58,170.667,10,4.8,mb,,83,2.758,0.81,us,us6000gg0n,2021-12-29T23:21:59.782Z,"254 km NW of Attu Station, Alaska",earthquake,9.4,1.9,0.042,179,reviewed,us,us
2021-12-29T04:07:36.820Z,36.102,-117.8451667,1.53,1.92,ml,26,53,0.01742,0.21,ci,ci39898303,2021-12-29T17:34:43.290Z,"11km NE of Coso Junction, CA",earthquake,0.3,0.37,0.168,28,reviewed,ci,ci
2021-12-29T04:07:36.430Z,36.4653333,-121.0295,3.45,1.2,md,12,172,0.02505,0.08,nc,nc73669026,2022-01-05T05:02:10.724Z,"13km SE of Pinnacles, CA",earthquake,0.47,0.64,0.132,12,reviewed,nc,nc
2021-12-29T04:05:01.640Z,17.9393,-67.0738,9,2.6,md,16,254,0.0422,0.38,pr,pr2021363001,2021-12-29T04:58:11.701Z,"4 km SW of La Parguera, Puerto Rico",earthquake,1.12,1.31,0.17,9,reviewed,pr,pr
2021-12-29T03:57:32.007Z,54.6472,170.6251,3.58,5.7,mww,,31,2.821,0.97,us,us6000gg09,2021-12-31T03:23:46.040Z,"262 km NW of Attu Station, Alaska",earthquake,4.3,4,0.062,25,reviewed,us,us
2021-12-29T03:41:43.390Z,34.3295,-116.8338333,6.91,2.1,ml,89,39,0.01921,0.14,ci,ci39898295,2022-01-14T23:31:25.710Z,"8km N of Big Bear City, CA",earthquake,0.11,0.3,0.124,26,reviewed,ci,ci
2021-12-29T03:39:04.990Z,46.8991667,-112.5246667,10.35,1.01,ml,14,97,0.061,0.11,mb,mb80534669,2021-12-29T15:05:53.970Z,"13 km ESE of Lincoln, Montana",earthquake,0.75,0.42,0.174,3,reviewed,mb,mb
2021-12-29T03:32:15.310Z,19.3281666666667,-155.193666666667,6.68,2.71,ml,30,130,,0.07,hv,hv72849872,2021-12-29T18:27:29.110Z,"13 km SSE of Volcano, Hawaii",earthquake,0.36,0.52,0.133883889405618,24,reviewed,hv,hv
2021-12-29T03:23:58.780Z,62.2207,-150.9735,64.1,1.8,ml,,,,0.5,ak,ak021goe0c2c,2021-12-29T03:33:32.616Z,"32 km SSW of Petersville, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-12-29T03:23:49.115Z,-24.0319,-67.1964,203.41,4.3,mb,,116,1.403,0.38,us,us6000gfzy,2021-12-29T04:03:33.040Z,"91 km WNW of San Antonio de los Cobres, Argentina",earthquake,11.9,8.5,0.266,4,reviewed,us,us
2021-12-29T03:23:19.412Z,52.5178,-169.6762,49.85,4.3,mb,,175,1.392,1.22,us,us6000gg00,2021-12-29T06:06:46.258Z,"72 km SW of Nikolski, Alaska",earthquake,9.1,4,0.064,73,reviewed,us,us
